Gender,Height,Weight,Muscle,Brain
Female,162.92,68.5,90.57914,193.1847627
Female,167.78,43.55,81.72211,178.8365991
Female,156.01,55.11,83.28444,181.3947137
Male,151.38,55.22,82.093,179.4449824
Male,164.77,89.64,99.67707,207.5621553
Male,162.11,58.97,86.48416,186.5967833
Male,170,68.09,92.30263,195.9351171
Male,179.56,36.84,82.1364,179.5161279
Female,144.14,55.14,80.12736,176.2127584
Female,145.57,55.44,80.63127,177.0432402
Female,154.79,43.48,78.22529,173.0661412
Female,137.64,71.28,84.96084,184.1262984
Female,144.42,73.92,87.84558,188.7955093
Male,167.61,93.11,101.84764,210.9429191
Male,170.09,73.57,94.55702,199.513394
Male,178.82,73.48,96.8513,203.1331555
Female,148.03,80.56,91.51193,194.6749224
Female,137.39,70.45,84.55628,183.4683373
Male,157.6,97.07,100.78669,209.2927146
Male,166.93,92.63,101.47072,210.3571511
Male,175.43,62.63,91.53022,194.7041031
Female,147.51,77.15,89.98522,192.2339594
Male,194.9,85.58,106.06936,217.4674116
Male,185.74,80.72,101.64562,210.6290292
Male,171.88,104.68,107.69672,219.9649993
Male,171.52,88.18,100.8851,209.4459639
Male,175.84,64.61,92.44555,196.1626103
Female,142.82,73.05,87.06429,187.5347575
Female,143.76,41.2,74.35232,166.5990871
Male,169.48,85.05,99.06651,206.6078754
Male,171.22,86.87,100.27183,208.4903363
Female,135.27,50.01,75.67116,168.8105239
Female,143.44,77.64,89.09796,190.8106208
Female,137.22,72.57,85.37373,184.7969999
Female,145.59,72.69,87.65736,188.4920397
Female,137.34,65.37,82.47537,180.0714777
Female,145.79,485,255.52093,420.5054062
Male,173.89,73.54,95.55941,201.0975682
Male,184.25,67.23,95.75736,201.4099155
Male,158.17,67.14,88.75737,190.2633078
Female,153.66,62.65,85.72577,185.3682159
Male,156.71,53.83,82.95038,180.848749
Male,148.26,99.44,99.2575,206.9065424
Male,164,25.59,73.40313,165.0014111
Male,181.7,53.48,89.48026,191.4243372
Male,169.77,66.7,91.67549,194.9358221
Female,151.66,73.93,89.78273,191.909436
Female,159.92,64.34,88.08502,189.1813268
Female,139.38,43.42,74.0864,166.1520076
Female,125.66,41.1,69.47892,158.34032
Female,154.02,62.68,85.8341,185.5438729
Male,153.19,93.04,97.96901,204.8888211
Male,162.63,57.46,86.00843,185.8264324
Male,170.42,55,87.08714,187.5716701
Male,173.12,59.02,89.44418,191.3664451
Female,151.32,68.68,87.5552,188.3272576
Female,157.64,66.96,88.5426,189.9179121
Female,160.2,56.64,85.02588,184.2320038
Male,175.28,69.16,94.14788,198.8655854
Male,161.33,89.77,98.8115,206.2088704
Female,168.55,51.02,84.96799,184.1379198
Female,140.38,72.03,85.99767,185.8089964
Female,164.7,57.95,86.76055,187.0438557
Female,133.82,59.25,79.04469,174.4240031
Male,164.88,96.84,102.63684,212.167656
Male,166.15,73.02,93.28119,197.490988
Female,145.05,52.11,79.13712,174.5769513
Female,150.47,49.8,79.64409,175.4150655
Female,154.71,71.66,89.67319,191.733804
Male,177.25,70.7,95.30065,200.6890241
Male,179.06,69.35,95.23447,200.5844911
Male,187.79,62.8,94.89953,200.0551658
Female,159.79,78.78,93.92739,198.5161825
Male,171.36,77.91,96.66249,202.8360795
Male,172.03,43.83,82.97082,180.8821705
Female,153.9,58.39,84.05603,182.6536603
Female,149.64,60.07,83.60237,181.9138084
Male,160.18,54.73,84.24317,182.9585668
Male,65.8,70.86,65.60862,151.6779329
Female,150.77,65.7,86.19549,186.1294659
Male,149.9,73.31,89.06047,190.7504017
Male,153.51,66.41,87.21604,187.779854
Male,190.24,88.21,105.89555,217.200093
Male,160.95,115.13,109.03156,222.006604
Female,161.04,56.25,85.09143,184.3385176
Male,169.57,53.31,86.17236,186.0920047
Female,171.44,54.65,87.21703,187.7814526
Female,161.17,73.61,92.19166,195.7584196
Female,149.69,45.32,77.61247,172.048287
Female,143.43,77.2,88.91621,190.5186218
Male,171.58,75.64,95.79734,201.4729807
Male,177.33,111.45,111.90726,226.3838392
Female,161.71,55.76,85.07089,184.3051439
Female,162.77,59.37,86.82318,187.1451128
Male,165.54,67.11,90.71295,193.398763
Male,176.67,106.64,109.77337,223.1384808
Female,142.82,40.88,73.9711,165.9580342
Female,154.62,63.13,86.17745,186.1002487
Female,153.1,61.88,85.26286,184.6169816
Male,177.73,67.7,94.20781,198.960519
Female,141.48,35.17,71.28935,161.4247845
Male,182.6,75.62,98.73154,206.0837068
Male,179,79.02,99.15414,206.7449276
Male,161.36,69.38,90.52078,193.0914037
Female,147.63,68.53,86.50892,186.6368482
Female,139.84,56.88,79.68744,175.486669
Female,149.21,42.02,76.14121,169.5963709
Female,130.58,39.73,70.23497,159.6308312
Female,161.37,41.95,79.35944,174.9446517
Female,134.17,50.11,75.41816,168.3870442
Female,125.41,78.22,84.52001,183.4093108
Male,178.88,69.79,95.36549,200.791423
Female,144.04,50.87,78.36277,173.2942124
Male,169.61,61.47,89.50416,191.4626827
Male,168.28,55.07,86.54425,186.6940117
Female,158.17,62.37,86.81598,187.1334732
Male,158.78,87.74,97.30444,203.8455416
Male,167.45,74.09,94.06378,198.7323392
Male,157.49,78.29,93.11386,197.2252304
Male,174.73,77.3,97.31401,203.8605777
Male,169.34,47.52,83.75442,182.1618909
Male,170.98,41.98,81.93752,179.1900272
Male,174.27,74.9,96.21439,202.130452
Male,156.78,95.98,100.12412,208.2599492
Female,156.81,49.08,81.04383,177.7222045
Female,134.31,79.76,87.52309,188.2754549
Male,184.97,75.04,99.12827,206.7044704
Male,166.12,72.14,92.91502,196.9092725
Male,168.43,96.4,103.40561,213.3584265
Female,129.95,64.12,79.99349,175.9919112
Female,156.96,65.59,87.80345,188.7275967
Male,169.66,72.27,93.91311,198.4935464
Female,155.23,69.47,88.9207,190.5258372
Female,154.94,73.28,90.39394,192.8884447
Female,146.8,97.19,97.95193,204.8620302
Female,148.58,60.94,83.67344,182.0297792
Female,157.52,65.39,87.87157,188.8374006
Female,159.2,73.3,91.5395,194.7189083
Male,164.44,63.33,88.88079,190.4616988
Male,190.4,64.54,96.30458,202.272541
Male,162.18,90.36,99.27858,206.9394982
Male,178.45,91.83,104.22096,214.6189303
Male,183.14,56.73,91.18749,194.1570525
Female,133.77,60.12,79.38543,174.9876203
Female,162.11,65.87,89.29246,191.1229389
Male,172.92,64.45,91.60079,194.8166802
Male,161.87,90.31,99.17546,206.7782672
Female,150.51,56.63,82.43458,180.0046798
Female,139.31,63.84,82.37865,179.9130752
Male,179.87,70.35,95.85774,201.5682444
Male,174.15,54.58,87.91211,188.9027376
Male,167.17,78.57,95.81238,201.4967034
Male,173.96,67.85,93.26227,197.4609447
Male,177.69,8.53,70.11494,159.4261833
Female,145.17,55.25,80.44714,176.7399309
Female,146.51,55.76,81.01249,177.6706576
Male,165.82,44.16,81.44706,178.3849797
Female,165.35,57.76,86.85677,187.199412
Female,159.11,72.39,91.1451,194.0893557
Male,156.03,79.19,93.09034,197.1878657
Female,157.93,43.29,78.98634,174.3274256
Female,171.84,64.56,91.3572,194.4280003
Male,176.54,91.71,103.66215,213.7552958
Male,182.08,84.92,102.3778,211.7659197
Male,182.13,74.19,98.02404,204.9751309
Female,140.57,75.91,87.62756,188.4439779
Female,151.26,47.44,78.8945,174.1753814
Male,181.46,72,96.95382,203.294401
Male,182.07,92.97,105.65148,216.8245296
Female,175.87,82.03,99.5435,207.3535161
Female,143.21,53.6,79.25227,174.7674328
Female,123.01,40.55,68.54752,156.7456634
Female,132.34,61.38,79.51644,175.2041626
Female,147.21,69.67,86.86076,187.2058616
Male,165.64,74,93.54388,197.9079584
Male,173.55,71.11,94.47962,199.3908972
Male,175.85,54.61,88.37822,189.6534126
Male,154.37,80.76,93.28611,197.4988002
Male,159.27,75.04,92.26637,195.8773862
Male,166.14,76.14,94.54836,199.4996895
Female,161.03,54.43,84.34802,183.1293244
Female,164.91,64.94,89.66155,191.7151377
Female,149.19,53.17,80.67392,177.113471
Female,160.31,59.77,86.32916,186.345908
Male,178.36,65.5,93.48062,197.807572
Male,164.21,82.78,96.73553,202.9510187
Male,169.82,78.2,96.36934,202.374546
Female,133.91,69.58,83.27303,181.376075
Female,147.2,51.42,79.43034,175.0618607
Female,162.74,48.24,82.28526,179.7600824
Female,152.89,65.97,86.87142,187.2230925
Female,140.33,59.67,80.9538,177.5741129
Female,150.45,66.36,86.37867,186.4260546
Female,136.3,76.74,86.82528,187.1485077
Female,182.76,64.3,94.16702,198.8959062
Male,167.2,76.72,95.06744,200.3205821
Male,162.41,71.65,91.72502,195.014806
Male,162.74,71.61,91.79685,195.1293321
Female,150.03,72.18,88.63527,190.0669707
Male,179.98,54.69,89.51349,191.4776512
Male,175.96,67.06,93.47474,197.7982402
Male,154.7,56.52,83.50854,181.7606605
Male,167.71,67.4,91.41037,194.5128621
Male,163.43,75.8,93.68641,198.1340752
Male,170.2,76.61,95.82367,201.5145106
Female,133.15,76.96,86.07377,185.9323006
Female,147.22,67.79,86.09827,185.971992
Female,163.16,52.76,84.23704,182.9485819
Female,173.82,43.39,83.26967,181.3705862
Female,139.34,58.23,80.10339,176.1732215
Female,150.13,59.64,83.55819,181.8417038
Male,167.16,58.73,87.73483,188.6169654
Male,164.2,89.87,99.61849,207.4706607
Male,178.19,81.54,99.96351,208.0093452
Female,161.88,58.92,86.4024,186.4644646
Female,149.51,44.5,77.23067,171.4131263
Female,160.42,72.48,91.5315,194.7061452
Male,158.65,66.36,88.56807,189.9588842
Male,178.89,80.45,99.70678,207.6085534
Male,162.97,68.25,90.49074,193.0433426
Male,176.61,54.17,88.40206,189.6917805
Male,179.06,79.68,99.43878,207.1898923
Male,172.7,66.75,92.47815,196.2144891
Male,174.21,73.67,95.69776,201.315889
Male,164.47,83.06,96.91891,203.2394987
Female,161.59,61.75,87.47678,188.2007351
Female,151.22,64.72,85.91678,185.6779011
Female,137.55,60.38,80.50051,176.8278628
Female,145.83,50.93,78.86512,174.1267325
Male,178.35,53.49,88.58988,189.9939663
Male,170.34,41,81.36778,178.2547348
Male,161.35,58.95,86.2731,186.2551443
Female,130.47,69.53,82.3342,179.840262
Female,167.52,67.25,91.29859,194.3344416
Male,176.15,91.66,103.53767,213.562755
Male,180.51,70.24,95.98385,201.7670984
Female,150.79,57.52,82.87157,180.7198673
Female,159.79,60.26,86.38975,186.4439894
Male,154.36,93.29,98.38315,205.5380665
Male,160.8,88.08,97.98216,204.9094468
Male,161.69,80.92,95.30567,200.6969526
Male,157.24,90.31,97.93925,204.8421401
Male,171.33,63.09,90.62274,193.2545002
Female,148.66,79.58,91.28128,194.306807
Female,157.21,73.77,91.19946,194.1761671
Female,158.41,56.41,84.45434,183.302422
Female,143.54,63.09,83.20281,181.2613539
Female,137.9,54.3,78.1194,172.8904077
Female,159.51,56.81,84.91084,184.0450227
Male,185.56,69.82,97.16126,203.6205366
Male,166.04,69.78,91.93314,195.346572
Female,155.72,58.36,84.52976,183.4251788
Female,166.51,58.32,87.39441,188.0678091
Female,132.88,80.07,87.26745,187.8628638
Female,130.99,82.67,87.82102,188.7559202
Female,149.17,56.44,81.99947,179.2916269
Female,148.27,74.45,89.08924,190.7966146
Male,163.55,83.33,96.78316,203.0259599
Male,167.63,69.5,92.24371,195.8413054
Male,179.24,68.33,94.86739,200.0043486
Male,170.66,65.07,91.24971,194.2564034
Male,171.38,56.95,88.13711,189.2652264
Female,145.22,46.15,76.75679,170.6236889
Female,135.23,65.19,81.83874,179.0279855
Female,145.27,54.57,80.19708,176.3277399
Female,127.77,50.4,73.82739,165.7161597
Male,187.13,52.4,90.49051,193.0429746
Male,173.69,76.54,96.72701,202.9376124
Male,163.53,57.3,86.18361,186.1102255
Male,152.35,65.55,86.5563,186.7135072
Male,167.56,110.79,109.03005,222.004298
Male,183.19,96.57,107.41572,219.5344127
Female,137.9,67.28,83.40226,181.5871399
Female,145.56,51.99,79.22445,174.7214192
Female,174.56,70.31,94.42369,199.3023641
Female,161.06,53.96,84.16474,182.8308017
Female,155.13,68.78,88.61317,190.0314267
Female,152.85,54.75,82.2942,179.7747299
Female,152.19,56.79,82.94826,180.8452825
Male,173.38,93.71,103.63243,213.7093313
Male,166.25,76.15,94.5818,199.5526067
Male,182.59,49.65,88.15908,189.300609
Female,147.76,68.74,86.6291,186.8312743
Female,133.57,55.3,77.37029,171.6454883
Male,168.86,70.45,92.95877,196.978806
Male,169.55,68.11,92.19062,195.7567634
Male,157.98,82.84,95.09654,200.3665687
Male,181.59,98.41,107.7374,220.0273114
Male,170.21,60.88,89.42423,191.3344318
Female,142.54,74.82,87.70992,188.5767993
Female,166.64,68.77,91.68227,194.9466346
Female,145.38,93.04,95.88374,201.6092473
Female,149.68,69.46,87.43478,188.1329608
Female,155.18,56.27,83.53495,181.8037708
Female,147.4,49.25,78.60055,173.6884393
Female,151.13,67.52,87.03235,187.4831565
Male,170.04,88.08,100.44924,208.7669351
Male,185.34,86.72,103.98082,214.2479389
Male,156.23,64,86.96141,187.3685318
Male,168.71,54.57,86.45556,186.5505012
Male,179.18,81.96,100.39878,208.6882757
Female,155.24,66.71,87.80005,188.7221156
Female,143.47,70.61,86.24476,186.209255
Female,166.45,66.08,90.53671,193.1168886
Female,142.21,50.24,77.61775,172.0570653
Female,146.44,53.28,79.98444,175.976978
Female,143.07,56.89,80.55392,176.915846
Male,179.8,70.73,95.99371,201.7826432
Male,173.15,65.88,92.24421,195.8421016
Male,162.08,70.18,91.03862,193.9192726
Female,148.05,82.05,92.1237,195.6501807
Female,150.69,44.81,77.6719,172.1470841
Female,140.83,67.83,84.40842,183.2276672
Female,141.52,51.96,78.13356,172.9139108
Male,183.92,75.7,99.11654,206.6861254
Female,153.12,53.03,81.66625,178.7449104
Male,172.83,72.81,94.97928,200.1812417
Male,160.47,92.82,99.82323,207.7903802
Female,130.47,53.51,75.81406,169.0495582
Female,153.56,42.89,77.65675,172.1219003
Female,124.93,87.03,87.97752,189.008141
Female,141.66,62.73,82.55433,180.2007594
Male,174.54,50.55,86.37603,186.4217813
Female,148.35,63.91,84.82082,183.898664
Female,150.08,65.92,86.1008,185.9760906
Male,155.63,48.89,80.65144,177.0764548
Female,163.97,57.18,86.25225,186.2213835
Female,160.38,77.49,93.55989,197.9333618
Female,145.01,66.28,84.89363,184.0170449
Female,162.43,80.49,95.32824,200.7325979
Female,137.97,63.67,81.95168,179.2132517
Female,145.89,80.52,90.92427,193.7365632
Male,180.38,52.64,88.78594,190.3092387
Male,145.05,66.65,85.0549,184.2791616
Male,190.41,90.25,106.77122,218.5457563
Female,154.37,73.72,90.42083,192.9314778
Female,150.07,60.31,83.81486,182.2604726
Female,138.9,71.77,85.49669,184.9965801
Male,168.03,90.04,100.71029,209.1737146
Male,170.24,80.65,97.47863,204.1191667
Male,167.49,69.19,92.08016,195.5808247
Male,168.58,54.72,86.4819,186.5931262
Male,179.05,66.42,94.03929,198.6935321
Male,172.03,80.42,97.86295,204.7224411
Male,176.59,72.05,95.67388,201.2782113
Female,165.14,57.87,86.84547,187.1811458
Female,147.23,63.7,84.43631,183.2730715
Male,173.56,73.2,95.33292,200.7399888
Male,193.28,82.5,104.38326,214.869546
Male,174.55,67.31,93.20002,197.3620867
Female,141.7,46.64,76.01638,169.387794
Female,158.56,61.1,86.40322,186.4657919
Female,152.4,37.26,75.05562,167.779593
Female,157.92,64.36,87.55916,188.3336459
Male,166.67,48.03,83.2491,181.3369824
Male,177.47,98.54,106.69027,218.4214746
Male,169.32,90.45,101.22159,209.9696819
Female,134.83,68.27,82.9855,180.9061726
Female,143.62,62.91,83.15091,181.1765473
Male,162.01,66.45,89.50182,191.4589285
Male,167.34,61.63,88.96319,190.594114
Female,150.25,86.49,94.51818,199.4519271
Female,166.74,70.41,92.37645,196.0526312
Male,155.93,68.56,88.73723,190.2309273
Female,152.98,51.93,81.18117,177.9480379
Female,164.73,44.72,81.38395,178.2813022
Female,148.54,55.62,81.49752,178.4678612
Female,176.22,72.14,95.61172,201.1801244
Male,178.35,57.68,90.29521,192.7304158
Male,171.54,72.37,94.45577,199.353146
Male,171.94,81.86,98.425,205.6036365
Female,150.81,24.57,69.46626,158.3186807
Female,134.01,34.21,68.90414,157.3568711
Female,119.34,55.83,73.78659,165.6474689
Female,156.14,31.39,73.66511,165.442889
Female,126.4,75.09,83.51043,181.7637458
Male,176.38,67.44,93.74154,198.2215131
Male,176.95,63.66,92.35527,196.0189172
Female,139.08,62.56,81.79628,178.9583178
Female,140.72,48.6,76.55244,170.2828861
Female,155.85,60.11,85.27672,184.6394891
Female,136.54,49.96,75.9899,169.3435379
Male,151.85,63.28,85.49891,185.0001828
Male,181.89,89.08,104.02019,214.3087761
Male,183.47,84.43,102.5495,212.0322317
Male,158.16,102.04,102.959,212.6669296
Female,150.62,92.91,97.22991,203.7284293
Female,151.78,48.93,79.63977,175.4079294
Male,167.03,89.34,100.15839,208.3134086
Female,147.52,62.7,84.10674,182.7362987
Female,157.38,54.86,83.54848,181.8258552
Male,183.48,77.01,99.53223,207.3359089
Male,183.61,85.87,103.17296,212.9983023
Male,154.05,91.01,97.37242,203.952342
Female,158.74,75.16,92.1737,195.7298169
Female,144.26,50.34,78.2058,173.0338003
Female,152.49,40.3,76.31693,169.8898343
Female,163.95,73.62,92.93799,196.9457806
Male,178.97,73.16,96.76111,202.9912675
Male,152.01,72.02,89.09881,190.811986
Male,166.03,100.28,104.34397,214.8088853
Male,166.75,85.73,98.61436,205.900236
Male,169.63,66.27,91.4631,194.5970095
Male,179.32,95.28,105.8574,217.1414038
Female,147.79,55.48,81.24029,178.0452217
Male,168,46.45,82.96115,180.8663593
Male,176.07,55.8,88.92129,190.5267854
Female,154.85,66.26,87.51277,188.2588047
Female,145.32,83.69,92.06227,195.5523248
Female,154.8,42.44,77.80468,172.3677508
Female,136.57,55.27,78.15908,172.956267
Male,176.88,76.43,97.53397,204.2060715
Female,137.71,67.82,83.57131,181.8631175
Female,165.35,56.45,86.3236,186.3369068
Female,130.76,59.97,78.52071,173.556102
Female,146.42,76.25,89.32789,191.1798123
Female,153.52,69.57,88.50483,189.8571482
Male,170.95,66.37,91.85624,195.2240069
Male,175.94,76.27,97.21787,203.7095082
Male,168.62,88.93,100.41605,208.7151981
Female,151.78,70.7,88.50016,189.8496348
Female,139.88,50.47,77.08925,171.1776616
Male,156.62,86.86,96.36956,202.3748925
Male,150.34,83.63,93.37819,197.6449912
Female,159.5,53.37,83.50809,181.7599259
Female,167.84,67.84,91.62416,194.8539565
Male,162.51,64.87,88.99226,190.6408216
Male,171.46,89.4,101.36562,210.1937193
Female,162.9,56.46,85.67352,185.2834728
Female,151.81,50.08,80.11583,176.1937408
Female,142.98,61.67,82.47535,180.0714449
Female,167.87,52.88,85.54345,185.0724589
Female,139.13,67.6,83.86091,182.3355713
Female,174.42,44.91,84.04851,182.6414045
Female,150.01,53.48,81.01903,177.6814148
Female,154.18,64.59,86.65419,186.8718562
Male,179.03,58.24,90.70469,193.3855552
Male,155.27,56.57,83.68108,182.0422445
Female,162.3,52.12,83.74694,182.1496893
Male,172.27,80.59,97.99622,204.9314991
Male,175.79,71.99,95.43586,200.9025354
Female,145.63,67.91,85.72258,185.3630425
Female,148.96,80.21,91.61779,194.8437963
Female,141.22,83.79,91.00827,193.8707847
Female,147.54,64.61,84.88945,184.0102494
Female,143.92,55.65,80.27619,176.458177
Male,173.6,81.7,98.8031,206.1957228
Male,141.29,51.61,77.9297,172.5754352
Male,184.21,90.21,105.09954,215.9744295
Male,169.65,70.62,93.23889,197.4238173
Male,171.15,62.33,90.26536,192.6826289
Female,153.27,85.02,94.72623,199.7811064
Male,160.03,67.01,89.20108,190.9762268
Male,148.76,101.64,100.2864,208.5130569
Male,172.65,79.71,97.73952,204.5287553
Female,127.82,56.02,76.12808,169.5744361
Female,159.74,53.51,83.62915,181.9575104
Female,160.29,63.48,87.83379,188.7765049
Female,166.16,73.32,93.40596,197.6890732
Male,160.52,91.49,99.29527,206.9655895
Male,173.16,86.22,100.52526,208.8854201
Male,169.89,97.34,104.17801,214.5525927
Male,181.57,71.67,96.84888,203.1293487
Male,189.61,55.04,92.22715,195.8149361
Male,170.95,96.34,104.05403,214.3610634
Male,166.31,72.28,93.02273,197.0804452
Female,163.82,67.17,90.27813,192.7030729
Female,139.58,72.78,86.08932,185.9574928
Male,161.15,68.59,90.14318,192.4869895
Male,158.18,66.24,88.39374,189.6783907
Female,143.22,76.3,88.49384,189.8394665
Female,141.04,75.17,87.45187,188.1605394
Female,160.71,92.59,99.7937,207.7442767
Female,128.28,57.88,77.00792,171.042198
Female,141.22,39.56,73.00666,164.3325462
Female,161.33,82.71,95.93808,201.6949345
Male,158.38,92.29,99.04949,206.5812528
Male,160.56,76.94,93.3841,197.654373
Male,158.71,76.64,92.76805,196.6756277
Male,172.54,64.66,91.5848,194.791174
Male,179.69,77.05,98.53658,205.7784244
Male,162.62,68.61,90.54381,193.1282468
Female,158.53,57.53,84.94222,184.0960327
Female,144.74,52.28,79.12354,174.5544826
Female,161.33,74.64,92.65359,196.4936014
Female,121.77,72.93,81.3951,178.2996209
Male,172.84,45.13,83.71619,182.099526
Male,163.57,99.45,103.34934,213.2713435
Male,169.91,85.81,99.49064,207.2709283
Female,165.17,61.73,88.4245,189.727893
Female,157.9,72.49,90.86273,193.6382103
Male,166.4,86.8,98.9564,206.4356218
Female,149.18,52.37,80.34565,176.5726766
Female,157.42,68.6,89.15134,190.8963526
Female,149.25,69.32,87.26299,187.8556629
Female,136.55,56.55,78.6747,173.8113152
Female,153.65,68.04,87.91683,188.9103442
Female,129.43,80.96,86.70853,186.9597384
Female,155.94,56.45,83.81113,182.2543892
Female,139.71,78,88.24857,189.4447095
Female,154.39,84.92,94.98457,200.1896037
Male,177.92,86.59,101.94677,211.096886
Male,166.95,113.09,109.80328,223.1840782
Male,158.41,56.87,84.64156,183.6070988
Male,164.6,52.15,84.37325,183.1704059
Female,156.14,54.86,83.2174,181.2851921
Female,141.74,68.18,84.79384,183.854791
Male,183.67,73.92,98.32533,205.4474634
Male,151.2,64.45,85.80155,185.4910989
Male,162.86,74.08,92.83418,196.780769
Female,136.53,60.39,80.23224,176.3857159
Female,157.44,84.59,95.66461,201.2635844
Female,138.41,70.69,84.9263,184.0701544
Female,151.97,82.26,93.25581,197.4506865
Female,146.49,63.73,84.25094,182.9712227
Female,142.71,71.76,86.50989,186.6384177
Male,173.93,50,85.98931,185.7954491
Male,178.33,72.97,96.5129,202.6006098
Male,176.93,98.45,106.50946,218.1437935
Male,168.76,89.31,100.60809,209.0144936
Male,164.18,73.52,92.9587,196.9786947
Male,180.18,72.05,96.63241,202.7887379
Female,135.94,84.21,89.76945,191.8881462
Female,152.23,55.84,82.57229,180.2301611
Female,157.68,63.31,87.06773,187.5403147
Female,146.79,79.73,90.84304,193.6067383
Female,151.64,64.65,86.00043,185.8134689
Female,139.07,82.57,89.93768,192.1577852
Male,154.7,80.9,93.4312,197.7291362
Male,164.6,79.31,95.42737,200.889131
Female,135.39,54.46,77.51435,171.8851297
Female,167.69,62.63,89.46364,191.3976703
Female,162.38,60.54,87.19524,187.7462655
Female,159.01,50.52,82.21731,179.6487384
Male,159.67,100.77,102.84528,212.4907345
Male,171.59,67.66,92.55215,196.3322339
Female,174.78,50.3,86.33836,186.3608018
Female,145.51,67.14,85.37715,184.8025519
Male,170.73,51.21,85.62738,185.2086286
Male,157.02,78.84,93.21222,197.3814626
Female,142.86,50.8,78.01922,172.7240955
Female,160.39,67.49,89.49256,191.4440718
Male,155.12,103.23,102.63165,212.1596095
Male,173.97,68.51,93.53356,197.8915829
Male,184.53,58.12,92.12435,195.651216
Male,164.93,104.16,105.62943,216.7905895
Male,174.57,91.64,103.10767,212.897202
Male,157.71,89.31,97.65774,204.4003929
Male,174.73,49.72,86.08895,185.9568934
Female,157.95,48.2,80.99005,177.633746
Female,167.97,63.86,90.03901,192.320136
Female,162.09,53.62,84.30137,183.0533573
Female,129,71.79,82.86153,180.7034462
Male,171.24,76.63,96.10949,201.9651464
Male,166.24,59.83,87.93689,188.9426711
Male,159.71,65.01,88.30164,189.5301478
Male,174.54,78.03,97.56039,204.2475566
Male,159.67,67.67,89.37358,191.253147
Female,142.06,69.08,85.24558,184.588919
Female,155,68.31,88.38717,189.667817
Female,165.44,57.85,86.91743,187.2974573
Female,171.58,50.81,85.69153,185.3126843
Male,164.15,71.78,92.24251,195.8393947
Male,173.35,83.78,99.58291,207.4150826
Female,144.98,78.85,90.00161,192.2602191
Female,150,65.12,85.75384,185.4137367
Female,141.16,59.95,81.28937,178.125888
Male,176.06,86.96,101.60074,210.5592754
Male,162.91,68.76,90.68229,193.3497359
Male,179.9,43.86,85.08432,184.3269654
Female,141.67,61.01,81.85696,179.0578778
Female,150.35,67.09,86.64908,186.8635912
Female,154.65,59.89,84.86678,183.9733928
Male,172.83,85.28,100.05457,208.1514408
Male,173.43,77.42,97.01575,203.3917852
Female,125.97,73.6,82.78919,180.5851146
Male,183.04,80.55,100.85553,209.3999198
Male,165.39,68.36,91.18165,194.1477265
Male,173.13,80.99,98.38864,205.5466685
Male,159.88,73.67,91.87165,195.2485698
Female,142.74,49.87,77.60867,172.0419691
Male,155.45,54.38,82.83781,180.6646486
Male,175.97,65.09,92.67562,196.5286402
Male,172.04,76.5,96.27018,202.2183498
Male,161.08,50.28,82.67232,180.3938876
Male,174.51,95.35,104.60162,215.2065732
Male,179.44,81.91,100.44785,208.7647685
Female,137.09,44.96,74.10175,166.1778258
Female,146.12,73.9,88.29134,189.5135667
Male,157.31,66.85,88.40972,189.7041079
Male,165.32,85.36,98.08196,205.0659602
Female,133.94,62.49,80.39541,176.6546871
Female,134.44,38.82,70.89522,160.7549816
Female,160.32,71.95,91.28909,194.3192755
Female,175.84,67.51,93.62585,198.0380103
Male,170.55,86.85,100.0848,208.1986065
Male,181.18,85.73,102.46717,211.9045492
Male,180.85,104.23,109.90856,223.3445516
Male,162.5,59.96,86.99122,187.4167016
Male,178.35,83.55,100.8243,209.3512873
Female,163.57,63.72,88.80723,190.3434634
Female,170.15,56.24,87.51973,188.270034
Male,182.37,72.29,97.31482,203.8618504
Male,173.26,84.82,99.98216,208.0384504
Female,157.62,62.47,86.70983,186.9618407
Female,155.93,61.99,86.06324,185.9152406
Female,126.3,50.74,73.57328,165.2881857
Male,169.98,87.06,100.01808,208.0945035
Male,175.5,74.45,96.35965,202.3592842
Male,158.9,68.57,89.53429,191.5110201
Male,181.02,60.57,92.18433,195.7467462
Female,147.2,63.12,84.19224,182.8756035
Female,129.45,81.4,86.89295,187.2578921
Female,151.35,63.48,85.44681,184.915627
Female,160.17,63.71,87.89536,188.8757431
Male,174.49,90.13,102.47174,211.9116374
Male,175.77,64.08,92.21115,195.7894574
Female,143.45,52.97,79.05994,174.4492411
Male,184.28,66.52,95.4764,200.9665377
Female,132.83,60.44,79.26469,174.7879739
Female,135.17,53.93,77.2399,171.4284906
Female,166.05,59.88,87.90651,188.8937127
Male,164.05,74.37,93.26994,197.4731242
Male,171.88,64.77,91.45335,194.5814512
Female,146.88,51.03,79.18617,174.6580984
Female,125.27,68.46,80.51031,176.8440076
Male,173.37,90.61,102.36806,211.7508093
Female,159.61,57.16,85.07999,184.31993
Female,153.32,79.31,92.41561,196.1149606
Female,144.79,36.58,72.74699,163.8939776
Male,171.4,69.68,93.32356,197.5582621
Male,150.77,61.25,84.38434,183.1884625
Female,153.47,37.87,75.58958,168.6740113
Female,152.18,59.06,83.86948,182.3495462
Male,156.47,49.67,81.19318,177.9677818
Male,172.32,86.97,100.60623,209.0115954
Female,136.54,72.59,85.20031,184.5153942
Female,156,58.08,84.49056,183.3613786
Male,175.92,71.58,95.3037,200.6938412
Male,181.04,70.69,96.30851,202.2787317
